dish_name,count,lemmas,course,protein,cooking_method,canonical_name
"Rántott csirkemell, párolt zöldség, rizs",12,"rántott csirkemell , párolt zöldség , rizs",főétel,csirke,"rántott,párolt",rántott csirkemell
Marhapörkölt tésztával,12,Marhapörkölt tészta,főétel,marha,pörkölt,Marhapörkölt tésztával
Szalagos fánk lekvárral,12,szalagos fánk lekvár,főétel,,,Szalagos fánk lekvárral
Tejfölös zöldbableves,12,Tejfölös zöldbableves,leves,,,Tejfölös zöldbableves
Magyaros rizsleves,12,magyaros rizsleves,leves,,,Magyaros rizsleves
"Édes - savanyú csirke, rizs",12,"édes - savanyú csirke , rizs",főétel,csirke,,"Édes - savanyú csirke, rizs"
Túróval töltött zsemle,12,Túró töltött zsemle,főétel,vegetáriánus,töltött,Túróval töltött zsemle
Csikós tokány tésztával,12,Csikós tokány tészta,főétel,,,"Csikós tokány, tészta"
Pulled Pork tál,12,Pulled Pork tál,főétel,,,Pulled Pork tál
Karfiol leves,12,Karfiol leves,leves,vegetáriánus,,Karfiol leves
Hamis gulyás,11,hamis gulyás,főétel,marha,,Hamis gulyás
Grízgombócleves,11,Grízgombócleves,leves,,,Grízgombócleves
Gombapaprikás tésztával,11,Gombapaprikás tészta,főétel,vegetáriánus,,Gombapaprikás tésztával
"Kelkáposzta főzelék, fokhagymás sertéssült",11,"Kelkáposzta főzelék , fokhagymás sertéssül",főzelék,sertés,sült,"Kelkáposzta főzelék, fokhagymás sertéssült"
Belsőségleves - Gyümölcsleves,11,Belsőségleves - Gyümölcsleves,leves,,,gyümölcsleves
"Kofapecsenye, tarhonya",11,"kofapecsenye , tarhony",főétel,,,"Kofapecsenye, tarhonya"
Magyaros zöldbableves,11,magyaros zöldbableves,leves,,,Magyaros zöldbableves
Hentes tokány tésztával,11,Hentes tokány tészta,főétel,,,"Hentes tokány, tészta"
Szemes bableves - Gyümölcsleves,11,szemes bableves - Gyümölcsleves,leves,,,gyümölcsleves
"Szezámmagos rántott sertés szelet, vegyes köret, saláta",11,"szezámmagos rántott sertés szél , vegyes köret , saláta",főétel,sertés,rántott,"Rántott sertés szelet, vegyes köret, saláta"
"Sertéskaraj ""Otthon"" módra rizzsel",11,"Sertéskaraj "" Otthon "" mód rizzs",főétel,sertés,,"Sertéskaraj ""Otthon"" módra rizzsel"
Újházi tyúkhúsleves,11,újházi tyúkhúsleves,leves,,,húsleves
Szilvalekváros derelye,11,Szilvalekváros derely,főétel,,,Szilvalekváros derelye
"Roston csirkemell, sajtmártás, rizs",11,"Roston csirkemell , sajtmártás , rizs",főétel,csirke,grillezett,roston csirkemell
Zeller krémleves - Csontleves cérnametélttel,11,Zeller krémleves - Csontleves cérnametélt,leves,,,csontleves
Rizskók lekvárral,11,Rizskók lekvár,főétel,,,Rizskók lekvárral
Szárnyas aprólék leves,11,Szárnyas aprólék leves,leves,csirke,,Szárnyas aprólék leves
Csirkepörkölt galuskával,11,Csirkepörkölt galuska,főétel,csirke,pörkölt,csirkepörkölt
Tavaszi zöldségleves - Gyümölcsleves,11,Tavaszi zöldségleves - Gyümölcsleves,leves,vegetáriánus,,gyümölcsleves
"Sült oldalas, törtburgonya",11,"sült oldalas , törtburgonya",főétel,sertés,sült,burgonyapüré
"Zöldbabfőzelék, fasírozott",11,"zöldbabfőzelék , fasírozott",főzelék,,fasírozott,fasírozott
Kertészleves,11,Kertészleves,leves,,,Kertészleves
"Mustáros sertésapró, tészta",11,"mustáros sertésapró , tészta",főétel,sertés,,"Mustáros sertésapró, tészta"
"Holstein szelet, rizibizi",11,"Holstein szél , rizibizi",főétel,,,rizibizi
Falusi csirkeleves daragaluskával,11,falusi csirkeleves daragaluska,leves,csirke,,Falusi csirkeleves daragaluskával
Minestrone leves,11,Minestrone leves,leves,,,Minestrone leves
Sertéskaraj vadasan tésztával,11,Sertéskaraj vadas tészta,főétel,sertés,,"Sertéskaraj vadasan, tészta"
Csorbaleves,11,Csorbaleves,leves,,,Csorbaleves
Magyaros zöldbableves - Gyümölcsleves,11,magyaros zöldbableves - Gyümölcsleves,leves,,,gyümölcsleves
Milánói sertéskaraj,11,Milánói sertéskaraj,főétel,sertés,milánói,Milánói sertéskaraj
"Birkapörkölt, főttburgonya",11,"birkapörköl , főttburgonya",főétel,,"főtt,pörkölt","Birkapörkölt, főttburgonya"
"Birkapörkölt, sós burgonya, saláta",10,"birkapörkölt , sós burgonya , saláta",főétel,,pörkölt,"Birkapörkölt, sós burgonya, saláta"
Burgonya gombóc leves,10,burgonya gombóc leves,leves,,,Burgonya gombóc leves
Babgulyás - Raguleves,10,Babgulyás - Raguleves,leves,marha,,Babgulyás - Raguleves
B.U.É.K,10,B.U.É.K,főétel,,,B.U.É.K
"Székelykáposzta, palacsinta",10,"Székelykáposzta , palacsinta",desszert,,,"Székelykáposzta, palacsinta"
"Szemes babfőzelék, sertéspörkölt",10,"szemes babfőzelék , sertéspörkölt",főzelék,sertés,pörkölt,sertéspörkölt
"Tökfőzelék, fasírozott",10,"Tökfőzelék , fasírozott",főzelék,vegetáriánus,fasírozott,fasírozott
Csirkehúsleves,10,Csirkehúsleves,leves,csirke,,húsleves
"Sertéspörkölt tésztával, saláta",10,"Sertéspörkölt tészta , saláta",főétel,sertés,pörkölt,sertéspörkölt
"Rántott szelet, petrezselymes burgonya",10,"rántott szél , petrezselymes burgonya",főétel,,rántott,petrezselymes burgonya
"Zöldborsófőzelék, göngyölt hússal",10,"Zöldborsófőzelék , göngyölt hús",főzelék,,,"Zöldborsófőzelék, göngyölt hússal"
"Rántott sajt, sültburgonya, tartár",10,"rántott sajt , sültburgonya , tartár",főétel,vegetáriánus,"rántott,sült",hasábburgonya
CsK burger,10,CsK burger,főétel,,,CsK burger
"Bácskai rizses hús, savanyúság",10,"bácskai rizses hús , savanyúság",főétel,,,savanyúság
Lecsós tarja tarhonyával,10,Lecsós tar tarhonya,főétel,sertés,,Lecsós tarja tarhonyával
"Rántott karfiol és brokkoli, rizibizi, tartár",10,"rántott karfiol és brokkoli , rizibizi , tartár",főétel,vegetáriánus,rántott,rizibizi
Fahéjas almaleves,10,fahéjas almaleves,leves,,,gyümölcsleves
"Roston csirkemell, sajtmártás, krokett",10,"Roston csirkemell , sajtmártás , krokett",főétel,csirke,grillezett,roston csirkemell
"Fokhagymás tokány, tészta",10,"Fokhagymás tokány , tészta",főétel,,,"Fokhagymás tokány, tészta"
Hamis gulyás leves,10,hamis gulyás leves,leves,marha,,Hamis gulyás leves
"Sajttal - sonkával töltött szelet, rizibizivel",10,"Sajt - sonka töltött szél , rizibizi",főétel,sertés,töltött,rizibizi
Túrós tészta,10,Túrós tészta,főétel,vegetáriánus,,túrós csusza
"Pásztor tarhonya, savanyúság",10,"Pásztor tarhony , savanyúság",főétel,,,savanyúság
"Paradicsomos káposzta, sült hús",10,"Paradicsomos káposzta , sült hús",főétel,,sült,"Paradicsomos káposzta, sült hús"
"Paprikás burgonya, füstölt kolbásszal",10,"paprikás burgonya , füstölt kolbász",főétel,sertés,,paprikás krumpli
"Mexikói sertés tokány galuskával, saláta",10,"mexikói sertés tokány galuska , saláta",főétel,sertés,,"Mexikói sertés tokány galuskával, saláta"
Magyaros zöldségleves,10,magyaros zöldségleves,leves,vegetáriánus,,zöldségleves
Borsostokány tésztával,10,Borsostokány tészta,főétel,,,Borsostokány tésztával
"Kelkáposzta főzelék, fasírt",10,"Kelkáposzta főzelék , fasírt",főzelék,,fasírozott,fasírozott
"Lecsós csirkemáj, rizzsel",10,"Lecsós csirkemáj , rizz",főétel,csirke,,"Lecsós csirkemáj, rizzsel"
Káposztás kocka,10,Káposztás kocka,főétel,,,Káposztás kocka
"Bácskai rizseshús, saláta",9,"Bácskai rizseshús , saláta",főétel,,,"Bácskai rizseshús, saláta"
Zeller krémleves,9,Zeller krémleves,leves,,,Zeller krémleves
Carbonara penne,9,Carbonara pesz,főétel,,,Carbonara penne
Tojásos tészta,9,tojásos tészta,főétel,vegetáriánus,,Tojásos tészta
"Chilis bab, rizs",9,"Chilis bab , rizs",főétel,vegetáriánus,,"Chilis bab, rizs"
"Csirkepörkölt, nokedli",9,"Csirkepörkölt , nokedli",főétel,csirke,pörkölt,csirkepörkölt
"Almaszósz, párizsi szelettel",9,"Almaszósz , párizsi szelet",főétel,,párizsi,"Almaszósz, párizsi szelettel"
Budapest szelet rizzsel,9,Budapest szél rizzsel,főétel,,,Budapest szelet rizzsel
"Rántott velő, burgonyapüré",9,"rántott velő , burgonyapüré",főétel,,rántott,burgonyapüré
Csontleves tésztával,9,Csontleves tészta,leves,,,csontleves
"Rántott szelet, kukoricás rizs",9,"rántott szél , kukoricás rizs",főétel,,rántott,"Rántott szelet, kukoricás rizs"
"Rablóhús, sültburgonya",9,"Rablóhús , sültburgonya",főétel,,sült,hasábburgonya
Cézár saláta,9,Cézár saláta,főétel,,,Cézár saláta
Eperleves,9,Eperleves,leves,,,Eperleves
Babgulyás leves – Tárkonyos sertés raguleves,9,Babgulyás leves – tárkonyos sertés raguleves,leves,"sertés,marha",,Babgulyás leves – Tárkonyos sertés raguleves
"Meggymártás, rántott szelet",9,"meggymártás , rántott szél",főétel,,rántott,"Meggymártás, rántott szelet"
"Magyaróvári sertéskaraj, petrezselymes burgonya",9,"Magyaróvári sertéskaraj , petrezselymes burgonya",főétel,sertés,,petrezselymes burgonya
Halászlé,9,Halászlé,főétel,hal,,Halászlé
Francia rakott burgonya,9,francia rakott burgonya,főétel,,rakott,Francia rakott burgonya
Sertéshúsleves,9,Sertéshúsleves,leves,sertés,,húsleves
Babgulyás leves – Tyúkhúsleves tésztával,9,Babgulyás leves – Tyúkhúsleves tészta,leves,marha,,húsleves
Tarhonya leves,9,Tarhonya leves,leves,,,Tarhonya leves
Korhelyleves - Gyümölcsleves,9,Korhelyleves - Gyümölcsleves,leves,,,gyümölcsleves
Pacalpörkölt sós burgonyával,9,Pacalpörkölt sós burgonya,főétel,,pörkölt,Pacalpörkölt sós burgonyával
Pontypaprikás kapros túrós csuszával,9,Pontypaprikás kapros túrós csusza,főétel,hal,,Pontypaprikás kapros túrós csuszával
Kelkáposzta főzelék pörkölttel,9,Kelkáposzta főzelék pörkölt,főzelék,,pörkölt,Kelkáposzta főzelék pörkölttel
Gyümölcsrizs,9,Gyümölcsrizs,főétel,,,Gyümölcsrizs
"Sajttal töltött szelet, rizibizi",9,"Sajt töltött szél , rizibizi",főétel,vegetáriánus,töltött,rizibizi
"Sonkával töltött rántott sajt, püré",9,"Sonka tölt rántott sajt , püré",főétel,sertés,"rántott,töltött",rántott sajt
Tejfölös gombaleves - Csontleves cérnametélttel,9,Tejfölös gombaleves - Csontleves cérnametélt,leves,vegetáriánus,,csontleves
Tökfőzelék vagdalttal,9,Tökfőzelék vagdalt,főzelék,vegetáriánus,,Tökfőzelék vagdalttal
"Zöldborsó főzelék, sült csirkecomb",9,"Zöldborsó főzelék , sült csirkecomb",főzelék,csirke,sült,"Zöldborsó főzelék, sült csirkecomb"
"Zöldborsófőzelék, sült csirkecomb, palacsinta",9,"Zöldborsófőzelék , sült csirkecomb , palacsinta",desszert,csirke,sült,"Zöldborsófőzelék, sült csirkecomb, palacsinta"
Kelvirágleves,9,Kelvirágleves,leves,,,Kelvirágleves
Görög gyümölcsleves,8,görög gyümölcsleves,leves,,,gyümölcsleves
Frankfurti leves - Gyümölcsleves,8,frankfurti leves - gyümölcsleves,leves,,,gyümölcsleves
Csülkös babgulyás,8,Csülkös babgulyás,leves,marha,,Csülkös babgulyás
"Csongrádi tekercs, rizibizi",8,"csongrádi tekercs , rizibizi",főétel,,,rizibizi
Holstein szelet hasábburgonya,8,Holstein szél hasábburgonya,főétel,,,hasábburgonya
Húsleves cérnácska,8,Húsleves cérnácska,leves,,,húsleves
"Cigánypecsenye, hagymás burgonya, saláta",8,"Cigánypecsenye , hagymás burgonya , saláta",főétel,,,"Cigánypecsenye, hagymás burgonya, saláta"
Borsóleves,8,Borsóleves,leves,,,Borsóleves
Belsőségleves,8,Belsőségleves,leves,,,Belsőségleves
Becsináltleves,8,Becsináltleves,leves,,,Becsináltleves
Húsos tészta,8,húsos tészta,főétel,,,Húsos tészta
Bableves,8,Bableves,leves,,,Bableves
"Kalocsai harcsafilé, rizs",8,"kalocsai harcsafilé , rizs",főétel,hal,,"Kalocsai harcsafilé, rizs"
"Pankó morzsás rántott hús, rizibizi",8,"Pankó morzsás ránt hús , rizibizi",főétel,,rántott,rizibizi
"Meggymártás, párizsi szelet",8,"meggymártás , párizsi szelet",főétel,,párizsi,"Meggymártás, párizsi szelet"
Meggymártás rántott jércemell,8,meggymártás rántott jércemell,főétel,csirke,rántott,rántott csirkemell
"Kapros tökfőzelék, fasírt",8,"Kapros tökfőzelék , fasírt",főzelék,vegetáriánus,fasírozott,fasírozott
Krumplifőzelék fasírozottal,8,Krumplifőzelék fasírozot,főzelék,vegetáriánus,fasírozott,fasírozott
Jércemell orly módra zöldséges rizs,8,Jércemell orly mód zöldséges rizs,főétel,csirke,,Jércemell orly módra zöldséges rizs
Karalábleves,8,Karalábleves,leves,,,Karalábleves
Túrógombóc,8,Túrógombóc,desszert,vegetáriánus,,Túrógombóc
Kellemes Húsvéti ünnepeket,8,kellemes Húsvéti ünnep,főétel,,,Kellemes Húsvéti ünnepeket
Csirkepaprikás galuskával,8,Csirkepaprikás galuska,főétel,csirke,,Csirkepaprikás galuskával
"Krumplifőzelék, fasírozott",8,"Krumplifőzelék , fasírozott",főzelék,vegetáriánus,fasírozott,fasírozott
"Lecsós sertés szelet, rizs",8,"Lecsós sertés szél , rizs",főétel,sertés,,"Lecsós sertés szelet, rizs"
"Burgonyafőzelék, sült oldalas",8,"Burgonyafőzelék , sült oldalas",főzelék,sertés,sült,"Burgonyafőzelék, sült oldalas"
Sárgaborsó gulyás,8,Sárgaborsó gulyás,főétel,marha,,Sárgaborsó gulyás
Lecsós sertés tésztával,8,Lecsós sertés tészta,főétel,sertés,,Lecsós sertés tésztával
Tökfőzelék fasírttal,8,Tökfőzelék fasírt,főzelék,vegetáriánus,fasírozott,fasírozott
Szecsuáni csirke sült tésztával,8,szecsuáni csirke sült tészta,főétel,csirke,sült,Szecsuáni csirke sült tésztával
Lencse krémleves,8,Lencse krémleves,leves,vegetáriánus,,Lencse krémleves
"Lencsefőzelék, sült virsli",8,"Lencsefőzelék , sült virsli",főzelék,sertés,sült,"Lencsefőzelék, sült virsli"
Leves + Grillezett filézett csirkecomb pesztóval,8,Leves + Grillezett filézett csirkecomb pesztó,leves,csirke,grillezett,Leves + Grillezett filézett csirkecomb pesztóval
"Gyümölcsleves, bisztró burger",8,"gyümölcsleves , bisztró burger",leves,,,gyümölcsleves
Munkaerőt felveszünk,8,munkaerő felvesz,főétel,,,Munkaerőt felveszünk
"Paradicsomos húsgombóc, főtt burgonya",8,"Paradicsomos húsgombóc , főtt burgonya",desszert,,főtt,"Paradicsomos húsgombóc, főtt burgonya"
"Párizsi csirkemell, almafőzelék",8,"párizsi csirkemell , almafőzelék",főzelék,csirke,párizsi,"Párizsi csirkemell, almafőzelék"
Édes - savanyú csirkemell bulgurral,8,édes - savanyú csirkemell bulgur,főétel,csirke,,Édes - savanyú csirkemell bulgurral
"Rántott sajt, rizzsel",8,"rántott sajt , rizz",főétel,vegetáriánus,rántott,rántott sajt
"Rántott szelet, sültburgonya",8,"rántott szél , sültburgonya",főétel,,"rántott,sült",hasábburgonya
"Sajtburger, sült krumplival",8,"Sajtburger , sült krumpli",főétel,vegetáriánus,sült,hasábburgonya
"Prézlis tészta, baracklekvár",8,"prézlis tészta , baracklekvár",főétel,,,Prézlis tészta baracklekvárral
Sajtkrémleves,8,Sajtkrémleves,leves,vegetáriánus,,Sajtkrémleves
"Cordon bleu, petrezselymes burgonya",8,"Cordon bleu , petrezselymes burgonya",főétel,,,petrezselymes burgonya
Csirkepaprikás tésztával,8,csirkepaprikás tészta,főétel,csirke,,Csirkepaprikás tésztával
Soksajtos tejszínes gnocchi spenóth levéllel,8,soksajtos tejszínes gnocchi spenóth levél,főétel,vegetáriánus,,Soksajtos tejszínes gnocchi spenóth levéllel
Tejfölös karfiolleves,8,Tejfölös karfiolleves,leves,vegetáriánus,,Tejfölös karfiolleves
Pincepörkölt,8,Pincepörkölt,főétel,,pörkölt,Pincepörkölt
"Vadas sertés java, zsemlegombóc, csőtészta",8,"Vadas sertés java , zsemlegombóc , csőtészta",desszert,sertés,,"Vadas sertés java, zsemlegombóc, csőtészta"
"Debreceni szelet, kagylótésztával",8,"debreceni szél , kagylótészta",főétel,,,"Debreceni szelet, kagylótésztával"
"Finomfőzelék, sült csirkecomb",8,"Finomfőzelék , sült csirkecomb",főzelék,csirke,sült,"Finomfőzelék, sült csirkecomb"
Francia hagymaleves,8,francia hagymaleves,leves,,,Francia hagymaleves
Marhahúsleves,8,Marhahúsleves,leves,marha,,húsleves
burgonya gratinnal és sült tök szálakkal,8,burgonya gratin és sül tök szál,főétel,vegetáriánus,sült,burgonya gratinnal és sült tök szálakkal
"Ínyenc tekercs, petrezselymes burgonya",8,"Ínyenc tekercs , petrezselymes burgonya",főétel,,,petrezselymes burgonya
"Magyaros sertésmáj, törtburgonya, savanyúság",8,"magyaros sertésmáj , törtburgonya , savanyúság",főétel,sertés,,burgonyapüré
"Pincepörkölt, sósburgonya",8,"Pincepörkölt , sósburgonya",főétel,,pörkölt,"Pincepörkölt, sósburgonya"
"Leves + mandulás csirkemell, mogyoró burgonyával és pongyolás alma",7,"leves + mandulás csirkemell , mogyoró burgonya és pongyolás alma",leves,csirke,,"Leves + mandulás csirkemell, mogyoró burgonyával és pongyolás alma"
"Leves + feta sajtos csirkemell, krokett, rizs",7,"Leves + feta sajtos csirkemell , krokett , rizs",leves,csirke,,"Leves + feta sajtos csirkemell, krokett, rizs"
"Leves + baconba tekert csirkemell, hercegnő burgonya, füstölt sajtmártással",7,"Leves + bacon tekert csirkemell , hercegnő burgonya , füstölt sajtmártás",leves,"csirke,sertés",,"Leves + baconba tekert csirkemell, hercegnő burgonya, füstölt sajtmártással"
"Leves + Zöldkérges sertésszűz, sült hagyma steak burgonya, céklakrém",7,"Leves + Zöldkérges sertésszűz , sült hagyma steak burgonya , céklakrém",leves,sertés,sült,hasábburgonya
"Leves + Wellington szűzpecsenye, édesburgonyapüré",7,"Leves + Wellington szűzpecsenye , édesburgonyapüré",leves,,,burgonyapüré
"Leves + Tűzdelt pontypatkó juhtúrós zöldségágyon, burgonya válogatás",7,"Leves + Tűzdelt pontypatkó juhtúrós zöldségágy , burgonya válogatás",leves,hal,,"Leves + Tűzdelt pontypatkó juhtúrós zöldségágyon, burgonya válogatás"
"Leves + Töltött ágyú, korkett, paradicsom saláta",7,"Leves + Töltött ágyú , korkett , paradicsom saláta",leves,,töltött,"Leves + Töltött ágyú, korkett, paradicsom saláta"
"Leves + Töltött ágyú, burgonya krokett, paradicsom saláta",7,"Leves + Töltött ágyú , burgonya krokett , paradicsom saláta",leves,,töltött,"Leves + Töltött ágyú, burgonya krokett, paradicsom saláta"
"Leves + Tejszínes - gombás metélt, parmezán sajttal, kérgezett",7,"Leves + Tejszínes - gombás metél , parmezán sajt , kérgezett",leves,vegetáriánus,,"Leves + Tejszínes - gombás metélt, parmezán sajttal, kérgezett"
"Leves + Tejszínes - gombás gnocchi, parmezán sajttal, kérgezett szűzérmével",7,"Leves + Tejszínes - gombás gnocchi , parmezán sajt , kérgezett szűzérme",leves,vegetáriánus,,"Leves + Tejszínes - gombás gnocchi, parmezán sajttal, kérgezett szűzérmével"
