dish_name,count,lemmas,course,protein,cooking_method
"Rablóhús, sültburgonya",12,"Rablóhús , sültburgonya",főétel,,sült
"Rántott halrúd, rizibizi",12,"rántott halrúd , rizibizi",főétel,,rántott
Brokkoli krémleves - gyümölcsleves,11,brokkoli krémleves - gyümölcsleves,leves,vegetáriánus,
Babgulyás leves – tárkonyos sertés raguleves,11,Babgulyás leves – tárkonyos sertés raguleves,leves,"sertés,marha",
Csirkepaprikás tésztával,11,csirkepaprikás tészta,főétel,csirke,
Halászlé,11,Halászlé,főétel,hal,
Csirkehúsleves,11,Csirkehúsleves,leves,csirke,
Tárkonyos libaragu leves,11,tárkonyos libaragu leves,leves,,
"Rántott velő, burgonyapüré",11,"rántott velő , burgonyapüré",főétel,,rántott
Tejfölös karfiolleves,11,Tejfölös karfiolleves,leves,vegetáriánus,
"Sonkával töltött rántott sajt, püré",11,"Sonka tölt rántott sajt , püré",főétel,sertés,"rántott,töltött"
Tejbegríz,11,Tejbegríz,főétel,,
Zeller krémleves,11,Zeller krémleves,leves,,
Csontleves tésztával,11,Csontleves tészta,leves,,
Hamis gulyás leves,11,hamis gulyás leves,leves,marha,
"Krumplifőzelék, fasírozott",11,"Krumplifőzelék , fasírozott",főzelék,vegetáriánus,fasírozott
"Kofapecsenye, tarhonya",11,"kofapecsenye , tarhony",főétel,,
"Magyaros sertésmáj, törtburgonya, savanyúság",11,"magyaros sertésmáj , törtburgonya , savanyúság",főétel,sertés,
"Rántott szelet, petrezselymes burgonya",11,"rántott szél , petrezselymes burgonya",főétel,,rántott
"Csongrádi tekercs, rizibizi",11,"csongrádi tekercs , rizibizi",főétel,,
Hamis gulyás,11,hamis gulyás,főétel,marha,
"Paprikás burgonya, füstölt kolbásszal",11,"paprikás burgonya , füstölt kolbász",főétel,sertés,
Harcsapaprikás galuskával,11,Harcsapaprikás galuska,főétel,hal,
Lencse krémleves,11,Lencse krémleves,leves,vegetáriánus,
"Kemencés libacomb vagy kacsacomb krokettel, fahéjas sült almával",11,"kemencés libacomb vagy kacsacomb kroket , fahéjas sült alma",főétel,,sült
Pontypaprikás kapros túrós csuszával,11,Pontypaprikás kapros túrós csusza,főétel,hal,
Carbonara penne,11,Carbonara pesz,főétel,,
"Rántott karfiol és brokkoli, rizibizi, tartár",11,"rántott karfiol és brokkoli , rizibizi , tartár",főétel,vegetáriánus,rántott
"Csőben sült brokkoli, vasalt csirkecombbal",10,"cső sült brokkoli , vasalt csirkecomb",főétel,csirke,sült
Meggymártás rántott jércemell,10,meggymártás rántott jércemell,főétel,csirke,rántott
"Magyaróvári sertéskaraj, petrezselymes burgonya",10,"Magyaróvári sertéskaraj , petrezselymes burgonya",főétel,sertés,
Bakonyi sertés szelet tésztával,10,bakonyi sertés szél tészta,főétel,sertés,
Holstein szelet hasábburgonya,10,Holstein szél hasábburgonya,főétel,,
"Piszkeszósz, Párizsi szelet",10,"Piszkeszósz , Párizsi szelet",főétel,,párizsi
Lecsós tarja tarhonyával,10,Lecsós tar tarhonya,főétel,sertés,
"Burgonyafőzelék, fasírttal",10,"Burgonyafőzelék , fasírt",főzelék,,fasírozott
Bakonyi sertéskaraj galuskával,10,Bakonyi sertéskaraj galuska,főétel,sertés,
Csk burger,10,Csk burger,főétel,,
"Finomfőzelék, kolbásszal töltött karaj",10,"Finomfőzelék , kolbász töltött karaj",főzelék,sertés,töltött
"Budapest szelet, rizzsel",10,"Budapest szél , rizzsel",főétel,,
Burgonya gombóc leves,10,burgonya gombóc leves,leves,,
"Vadas sertés java, zsemlegombóc, csőtészta",10,"Vadas sertés java , zsemlegombóc , csőtészta",desszert,sertés,
"Kelkáposzta főzelék, fasírt",10,"Kelkáposzta főzelék , fasírt",főzelék,,fasírozott
Kelvirágleves,10,Kelvirágleves,leves,,
"Zöldborsó főzelék, sült csirkecomb",10,"Zöldborsó főzelék , sült csirkecomb",főzelék,csirke,sült
"Gyümölcsleves, bisztró burger",10,"gyümölcsleves , bisztró burger",leves,,
Chilis bab tejföllel,10,Chilis bab tejföl,főétel,vegetáriánus,
"Roston csirkemell, sajtmártás, krokett",10,"Roston csirkemell , sajtmártás , krokett",főétel,csirke,grillezett
Konyhakerti gulyás,10,Konyhakerti gulyás,főétel,marha,
"Paradicsomos húsgombóc, főtt burgonya",10,"Paradicsomos húsgombóc , főtt burgonya",desszert,,főtt
B.u.é.k,10,B.u.é.k,főétel,,
"Csirkepörkölt, nokedli",10,"Csirkepörkölt , nokedli",főétel,csirke,pörkölt
Töltött paprika paradicsommártással,10,töltött paprika paradicsommártás,főétel,,töltött
"Kalocsai harcsafilé, rizs",10,"kalocsai harcsafilé , rizs",főétel,hal,
"Almafőzelék, Párizsi csirke",10,"Almafőzelék , Párizsi csirke",főzelék,csirke,párizsi
"Burgonyafőzelék, fasírozott",10,"Burgonyafőzelék , fasírozott",főzelék,,fasírozott
"Ananászos csirkemell, párolt rizs",10,"Ananászos csirkemell , párolt rizs",főétel,csirke,párolt
"Rántott camembert, krokett, áfonya, barack",10,"rántott camember , krokett , áfonya , barack",főétel,,rántott
"Cordon Bleu, steakburgonya",10,"Cordon Bleu , steakburgonya",főétel,,
Gombapaprikás galuskával,9,Gombapaprikás galuska,főétel,vegetáriánus,
"Finomfőzelék, sült csirkecomb",9,"Finomfőzelék , sült csirkecomb",főzelék,csirke,sült
Harcsapaprikás túrós csusza,9,Harcsapaprikás túrós csusza,főétel,hal,
Bakonyi sertés tésztával,9,Bakonyi sertés tészta,főétel,sertés,
Pincepörkölt,9,Pincepörkölt,főétel,,pörkölt
"Rántott szelet, kukoricás rizs",9,"rántott szél , kukoricás rizs",főétel,,rántott
Túrógombóc,9,Túrógombóc,desszert,vegetáriánus,
Savanyú krumplileves,9,Savanyú krumplileves,leves,vegetáriánus,
Cigánypecsenye steak burgonya,9,Cigánypecsenye steak burgonya,főétel,,
"Zöldborsó főzelék, rántott csirkecomb",9,"Zöldborsó főzelék , rántott csirkecomb",főzelék,csirke,rántott
Édes - savanyú csirkemell bulgurral,9,édes - savanyú csirkemell bulgur,főétel,csirke,
Mátrai borzaska rizibizi,9,Mátrai borzaska rizibizi,főétel,,
"Paradicsomos káposzta, sült hússal",9,"Paradicsomos káposzta , sült hús",főétel,,sült
Csirkés pirított tészta,9,Csirkés pirított tészta,főétel,,pirított
Paradicsomos húsgombóc főttburgonya,9,Paradicsomos húsgombóc főttburgonya,desszert,,főtt
Pacal főttburgonyával,9,Pacal főttburgonyá,főétel,,főtt
Mákos vagy sajtos nudli,9,mákos vagy sajtos nudli,főétel,vegetáriánus,
Krumplifőzelék fasírttal,9,Krumplifőzelék fasírt,főzelék,vegetáriánus,fasírozott
"Rántott csirkemell, rizibizi",9,"rántott csirkemell , rizibizi",főétel,csirke,rántott
Temesvári sertésragu tésztával,9,Temesvári sertésragu tészta,főétel,sertés,
Tökfőzelék fasírttal,9,Tökfőzelék fasírt,főzelék,vegetáriánus,fasírozott
Gyümölcsrizs,9,Gyümölcsrizs,főétel,,
Csopaki aprópecsenye tésztával,9,Csopaki aprópecsenye tészta,főétel,,
"Csirkenyárs, amerikai burgonya",9,"Csirkenyárs , amerikai burgonya",főétel,csirke,
Pásztor gulyásleves – szárnyas raguleves,9,Pásztor gulyásleves – szárnyas raguleves,leves,"csirke,marha",
"Debreceni szelet, kagylótésztával",9,"debreceni szél , kagylótészta",főétel,,
Tarhonya leves,9,Tarhonya leves,leves,,
"Cigánypecsenye, hagymás burgonya, saláta",9,"Cigánypecsenye , hagymás burgonya , saláta",főétel,,
Rizses csirke,9,rizses csirke,főétel,csirke,
Sárgaborsó gulyás,9,Sárgaborsó gulyás,főétel,marha,
Baconos - gombás spagetti,9,Baconos - gombás spagetti,főétel,sertés,
"Sajttal töltött szelet, rizibizi",9,"Sajt töltött szél , rizibizi",főétel,vegetáriánus,töltött
"Rántott sertésmáj, törtburgonya, savanyúság",9,"rántott sertésmáj , törtburgonya , savanyúság",főétel,sertés,rántott
"Szemes babfőzelék, marhapörkölt",9,"szemes babfőzelék , marhapörkölt",főzelék,marha,pörkölt
Pacalpörkölt sós burgonyával,9,Pacalpörkölt sós burgonya,főétel,,pörkölt
"Brassói aprópecsenye, saláta",9,"Brassói aprópecseny , saláta",főétel,,
"Pacalpörkölt, sós burgonya, saláta",9,"pacalpörkölt , sós burgonya , saláta",főétel,,pörkölt
Soksajtos tejszínes gnocchi spenóth levéllel,9,soksajtos tejszínes gnocchi spenóth levél,főétel,vegetáriánus,
"Szezámmagos rántott sertésszelet, vegyes köret, saláta",9,"szezámmagos rántott sertésszelet , vegyes köret , saláta",főétel,sertés,rántott
Cézár saláta,9,Cézár saláta,főétel,,
Nyírségi gombóc leves,9,nyírségi gombóc leves,leves,,
"Ropogós hekk, rizs",9,"ropogós hekk , rizs",főétel,hal,
"Zöldborsófőzelék, sült csirkecomb",9,"Zöldborsófőzelék , sült csirkecomb",főzelék,csirke,sült
"Sült hekk, rizs",9,"sült hekk , rizs",főétel,hal,sült
Marhapörkölt tarhonyával és uborkával,9,Marhapörkölt tarhony és uborka,főétel,marha,pörkölt
Rizses hús,9,rizses hús,főétel,,
"Oldalas, törtburgonya",9,"oldalas , törtburgonya",főétel,sertés,
Libaragu leves,9,Libaragu leves,leves,,
Csőben sült többsajtos csirkemell rizzsel,9,cső sült többsajtos csirkemell rizzsel,főétel,csirke,sült
Belsőségleves,9,Belsőségleves,leves,,
Hortobágyi betyár leves,9,hortobágyi betyár leves,leves,,
Sajtos nudli,9,Sajtos nudli,főétel,vegetáriánus,
Francia rakott burgonya,9,francia rakott burgonya,főétel,,rakott
Rántott libamáj kéksajtos körtekosárral és krokett,9,rántott libamáj kéksajtos körtekosár és krokett,főétel,vegetáriánus,rántott
"Meggymártás, rántott szelet",9,"meggymártás , rántott szél",főétel,,rántott
"Pirított sertésmáj, sós burgonya, saláta",9,"pirított sertésmáj , sós burgonya , saláta",főétel,sertés,pirított
Marhahúsleves,9,Marhahúsleves,leves,marha,
"Rántott sajt, rizzsel",9,"rántott sajt , rizz",főétel,vegetáriánus,rántott
"Cordon Bleu, petrezselymes burgonya",9,"Cordon Bleu , petrezselymes burgonya",főétel,,
"Ínyenc tekercs, petrezselymes burgonya",8,"Ínyenc tekercs , petrezselymes burgonya",főétel,,
Munkaerőt felveszünk,8,munkaerő felvesz,főétel,,
Paprikás burgonya kolbásszal,8,paprikás burgonya kolbász,főétel,sertés,
"Burgonyafőzelék, sült oldalas",8,"Burgonyafőzelék , sült oldalas",főzelék,sertés,sült
Bogrács gulyásleves - tárkonyos sertés raguleves,8,Bogrács gulyásleves - tárkonyos sertés raguleves,leves,"sertés,marha",
Zúzapörkölt galuskával,8,Zúzapörkölt galuska,főétel,,pörkölt
Zúzapörkölt galuska,8,Zúzapörkölt galuska,főétel,,pörkölt
"Pirított sertés máj, sós burgonya, saláta",8,"pirított sertés máj , sós burgonya , saláta",főétel,sertés,pirított
Tojásos galuska,8,tojásos galuska,főétel,vegetáriánus,
Cigánypecsenye rizzsel,8,Cigánypecsenye rizz,főétel,,
Sajtkrémleves,8,Sajtkrémleves,leves,vegetáriánus,
Tejfölös gombaleves,8,Tejfölös gombaleves,leves,vegetáriánus,
"Budapest apró, rizs",8,"Budapest apró , rizs",főétel,,
Fetasajtos csirkemell jázmin rizs,8,fetasajtos csirkemell jázmin rizs,főétel,csirke,
"Pincepörkölt, sósburgonya",8,"Pincepörkölt , sósburgonya",főétel,,pörkölt
Sertéshús leves,8,Sertéshús leves,leves,sertés,
"Zöldborsó főzelék, fasírozott",8,"Zöldborsó főzelék , fasírozott",főzelék,,fasírozott
"Rántott szelet, sültburgonya",8,"rántott szél , sültburgonya",főétel,,"rántott,sült"
Eperkrém leves,8,Eperkrém leves,leves,,
Húsleves cérnametélttel,8,húsleves cérnametélt,leves,,
"Tejszínes gombás csirkemell, párolt rizs",8,"tejszínes gombás csirkemell , párolt rizs",főétel,csirke,párolt
Bakonyi sertéskaraj tésztával,8,Bakonyi sertéskaraj tészta,főétel,sertés,
Bableves,8,Bableves,leves,,
"Vadas sertés szelet, tészta",8,"Vadas sertés szél , tészta",főétel,sertés,
"Kapros tökfőzelék, fasírt",8,"Kapros tökfőzelék , fasírt",főzelék,vegetáriánus,fasírozott
Holstein szelet hasábburgonya káposzta saláta,8,Holstein szél hasábburgonya káposzta saláta,főétel,,
Zsemlegombócleves,8,Zsemlegombócleves,leves,,
Gundel palacsinta,8,Gundel palacsinta,desszert,,
"Lencsefőzelék, sertéspörkölt",8,"Lencsefőzelék , sertéspörkölt",főzelék,sertés,pörkölt
Erdélyi tokány tésztával,8,erdélyi tokány tészta,főétel,,
Kijevi csirkemell mexikói rizs,8,Kijevi csirkemell mexikói rizs,főétel,csirke,
Húsgombóc paradicsommártással,8,Húsgombóc paradicsommártás,desszert,,
Görög gyümölcsleves,8,görög gyümölcsleves,leves,,
Lecsós sertés tésztával,8,Lecsós sertés tészta,főétel,sertés,
Karalábleves,8,Karalábleves,leves,,
Burgonyafőzelék fasírozottal,8,Burgonyafőzelék fasírozot,főzelék,,fasírozott
"Párizsi csirkemell, almafőzelék",8,"párizsi csirkemell , almafőzelék",főzelék,csirke,párizsi
"Pankó morzsás rántott hús, rizibizi",8,"Pankó morzsás ránt hús , rizibizi",főétel,,rántott
"Lencsefőzelék, sült virsli",8,"Lencsefőzelék , sült virsli",főzelék,sertés,sült
Krumplifőzelék fasírozottal,8,Krumplifőzelék fasírozot,főzelék,vegetáriánus,fasírozott
"Kijevi csirkemell, rizibizi",8,"Kijevi csirkemell , rizibizi",főétel,csirke,
"Meggyszósz, sült csirkecombbal",8,"meggyszósz , sült csirkecomb",főétel,csirke,sült
Jércemell Orly módra zöldséges rizs,8,Jércemell Orly mód zöldséges rizs,főétel,csirke,
Sertéspörkölt galuskával,8,Sertéspörkölt galuska,főétel,sertés,pörkölt
"Meggymártás, Párizsi szelet",8,"meggymártás , Párizsi szelet",főétel,,párizsi
"Gyümölcsfőzelék, Párizsi csirke",8,"Gyümölcsfőzelék , Párizsi csirke",főzelék,csirke,párizsi
Krumplileves,8,Krumplileves,leves,vegetáriánus,
Zöldséges rizses hús,8,zöldséges rizses hús,főétel,vegetáriánus,
Leves + grillezett filézett csirkecomb pesztóval,8,Leves + grillezett filézett csirkecomb pesztó,leves,csirke,grillezett
Francia hagymaleves,8,francia hagymaleves,leves,,
Csülkös babgulyás,8,Csülkös babgulyás,leves,marha,
"Sajtburger, sült krumplival",8,"Sajtburger , sült krumpli",főétel,vegetáriánus,sült
"Sajttal - sonkával töltött szelet, rizs",8,"Sajt - sonka töltött szél , rizs",főétel,sertés,töltött
Borsóleves,8,Borsóleves,leves,,
Burgonya gratinnal és sült tök szálakkal,8,Burgonya gratin és sül tök szál,főétel,vegetáriánus,sült
Szecsuáni csirke sült tésztával,8,szecsuáni csirke sült tészta,főétel,csirke,sült
Húsleves cérnácska,8,Húsleves cérnácska,leves,,
Becsináltleves,8,Becsináltleves,leves,,
Csontleves lúdgége tésztával,7,Csontleves lúdgég tészta,leves,,
"Leves + mézpácos csirke, borba párolt alma, krokett",7,"Leves + mézpácos csirke , bor párolt alma , krokett",leves,csirke,párolt
"Zöldborsó főzelék, rántott szelet",7,"Zöldborsó főzelék , rántott szél",főzelék,,rántott
"Pankó morzsás rántott jérce, rizibizi",7,"Pankó morzsás rántott jérce , rizibizi",főétel,csirke,rántott
"Leves + bőrén sült süllő, rosé metélttel és zöld lime - os tejszínes mártással",7,"Leves + bőr sült süllő , rosé metélt és zöld lime - os tejszínes mártás",leves,,sült
"Leves + mézpácos csirkemell, krokett, karamellizált gyümölcs",7,"Leves + mézpácos csirkemell , krokett , karamellizált gyümölcs",leves,csirke,
Eper krémleves,7,Eper krémleves,leves,,
"Tejszínes - gombás csirkemell, tészta",7,"tejszínes - gombás csirkemell , tészta",főétel,csirke,
Burgonya főzelék vagdalttal,7,Burgonya főzelék vagdalt,főzelék,,
Kolbászos burgonyaleves,7,Kolbászos burgonyaleves,leves,sertés,
Szárnyas húsleves,7,Szárnyas húsleves,leves,csirke,
Pásztor tarhonya,7,Pásztor tarhonya,főétel,,
"Hawaii csirkemell, rizs",7,"Hawaii csirkemell , rizs",főétel,csirke,
"Leves + omlós marhapofa, burgonya gratin, blansírozott zöldség",7,"Leves + omlós marhapofa , burgonya gratin , blansírozott zöldség",leves,marha,
Roston csirkemell brokkolis rizs,7,Roston csirkemell brokkolis rizs,főétel,csirke,grillezett
"Ropogós sült csülök, törtburgonya",7,"ropogós sült csül , törtburgonya",főétel,sertés,sült
Marhagulyás + somlói galuska,7,Marhagulyás + somlói galuska,főétel,marha,
Tejszínes gombás tészta,7,tejszínes gombás tészta,főétel,,
"Temesvári sertés szelet, rizs",7,"temesvári sertés szél , rizs",főétel,sertés,
Cigánypecsenye,7,Cigánypecsenye,főétel,,
Zöldbabfőzelék sertéspörkölttel,7,Zöldbabfőzelék sertéspörkölt,főzelék,sertés,pörkölt
"Leves + mandula forgácsos csirkemell, sült édesburgonya, mézpácos szamóca",7,"leves + mandula forgácsos csirkemell , sült édesburgonya , mézpácos szamóca",leves,csirke,sült
"Leves + egészben sült csülök, steak burgonya, hagymakarikával",7,"Leves + egész sült csül , steak burgonya , hagymakarika",leves,sertés,sült
"Leves + Bbq csontos karaj, burgundi mártás fűszeres burgonya gerezd",7,"Leves + Bbq csontos karaj , burgundi mártás fűszeres burgonya gerezd",leves,sertés,
Nyírségi raguleves,7,nyírségi raguleves,leves,,
"Pilvax"" szelet, rizibizi",7,"Pilvax "" szelet , rizibizi",főétel,,
Sült camambert zöldséges bulgurral,7,sült camamber zöldséges bulgur,főétel,vegetáriánus,sült
"Kijevi sertéskaraj, törtburgonyával",7,"Kijevi sertéskaraj , törtburgonya",főétel,sertés,
Mustáros tarja steak burgonya almapaprika,7,mustáros tar steak burgonya almapaprika,főétel,sertés,
"Pacalpörkölt, főttburgonya",7,"pacalpörköl , főttburgonya",főétel,,"főtt,pörkölt"
Bakonyi csirkecomb galuska,7,bakonyi csirkecomb galuska,főétel,csirke,
Töltött káposzta tejföllel,7,töltött káposzta tejföl,főétel,,töltött
"Lecsós csirkemáj, rizs",7,"Lecsós csirkemáj , rizs",főétel,csirke,
Szegedi gulyásleves - sertés raguleves,7,szegedi gulyásleves - sertés raguleves,leves,"sertés,marha",
Rántott csirkecomb rizibizivel,7,rántott csirkecomb rizibizi,főétel,csirke,rántott
"Kakaspörkölt, túrós csusza",7,"Kakaspörkölt , túrós csusza",főétel,vegetáriánus,pörkölt
"Rántott csirkeszárny, francia salátával",7,"rántott csirkeszárny , francia saláta",főétel,csirke,rántott
